gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TotalSpend,AvgMonthlySpend,tenure_1-2yr,tenure_2-4yr,tenure_4-6yr,tenure_6+yr
0,0,0,0,-0.9152721326034657,1,1,-0.1320691583061529,-0.7326824131147485,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,-0.1421235090636219,-0.4754236869273487,False,False,False,False
1,0,1,1,-0.1418631706701798,1,1,0.1931294472117855,-0.14240210530095077,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.2851573525908771,0.057351512235599124,False,False,False,False
0,0,0,0,1.038603139649046,1,1,-0.0009942101637184144,0.6564782830441084,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,-0.25296962425756264,0.0894453463307357,False,False,False,False
0,1,1,0,1.404954753196392,1,1,-1.4892755833759168,-0.45470986154437804,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-2.3577451063849577,0.05534732890965734,False,False,False,False
0,0,0,1,-0.7524491932490897,1,1,0.6991782976351082,-0.49814992879846903,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.7869648431296572,-0.06207726368288669,False,False,False,False
0,0,1,0,0.5094285867473242,1,0,-1.3084253384705324,-0.5170178367977206,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-0.9302679905996025,0.045285407120632025,False,False,False,False
1,1,1,0,1.404954753196392,1,1,-0.1320691583061529,0.7986238364477729,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,-0.4368004586936131,0.09007929143796714,False,False,False,False
0,1,1,1,-0.06045170099299183,1,1,1.1272458497964764,0.26852337938042575,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,-0.3212635211723742,0.08731277947450934,False,False,False,False
1,1,0,0,-1.2409180113122178,1,1,0.964646547037507,-0.9291938688697452,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-1.4621665691370127,0.32744014377742003,False,False,False,False
0,0,1,0,0.18378270803857213,1,1,-1.4959122896109767,-0.6940909594279069,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,-0.5397363230152974,0.029188188264728236,False,False,False,False
1,0,0,0,1.323543283519204,1,1,0.30761262976657006,1.0997424844590857,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,0.15990824302996043,0.09949795914523694,False,False,False,False
0,0,0,0,-1.2409180113122178,1,1,1.002807607889102,-0.9225242827862886,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-1.5095375649829703,0.32555842918023836,False,False,False,False
0,0,0,1,-1.2002122764736238,0,0,-1.170713684093038,-0.9694088402216384,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1.1409278539860208,0.39510303522394685,False,False,False,False
1,0,1,1,1.608483427389362,1,1,0.5282831120823138,1.504217777336067,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,0.6069423696874199,0.10636678301296199,False,False,False,False
1,0,1,0,0.14307697319997814,1,0,-1.4627287584356765,-0.6929720486046955,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,-0.4739011328714739,0.027886633670397575,False,False,False,False
0,0,1,0,1.608483427389362,1,1,0.7124517101052283,1.6496761843535535,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,0.9052455779308941,0.11008367934957565,False,False,False,False
1,0,0,0,-0.5489205190561198,0,1,-0.8388783723400397,-0.6871361607816712,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.19762815547741586,-0.03177600741390337,False,False,False,False
1,1,0,0,-0.30468611002455576,1,0,1.3611897445823402,0.15617156907325383,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,-0.6695546886598466,0.08343436440828425,False,False,False,False
0,0,0,0,-1.0780950719578417,1,0,-1.4677062881119716,-0.9594483399522661,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1.3181772886753702,0.9277141673844066,False,False,False,False
1,0,0,0,-1.2816237461508118,1,0,-1.5025489958460365,-1.0002995547134366,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1.6616559564811961,0.3064366033286833,False,False,False,False
0,0,1,1,1.07930887448764,1,1,0.23792721429844008,0.831730433158088,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,0.0072569008641908996,0.09463627216980783,False,False,False,False
0,1,0,0,-1.2002122764736238,1,1,0.48016699187812933,-0.9189481560375933,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.8409070516018834,0.3779086724827079,False,False,False,False
0,0,0,0,-0.9152721326034657,1,1,0.3590471030882847,-0.6678514036522034,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.5911825618090945,-0.426793987090889,False,False,False,False
1,1,0,0,-0.7931549280876837,1,1,0.8485041879239574,-0.4818708732921379,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.9339984794386783,-0.08195290737521668,False,False,False,False
1,0,0,0,-0.4268033145403378,1,0,-0.1967770440979877,-0.45837374600469777,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.17673144879222702,0.01570996888569469,False,False,False,False
1,0,1,0,1.608483427389362,1,1,1.4607403381082396,2.446538145331251,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,2.117270324938161,0.13044588023074374,False,False,False,False
0,0,0,0,1.3642490183577978,0,1,-0.08063468498443824,0.8060832419358492,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,-0.36093430569721535,0.09067400129077463,False,False,False,False
1,0,1,0,-1.118800806796436,1,1,0.979579136066392,-0.7903611690799026,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,-1.3599049323522086,0.5234596408909199,False,False,False,False
1,0,1,1,1.608483427389362,1,1,1.6299763471022688,2.6282843661054383,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,2.3913867865672986,0.1350900384890405,False,False,False,False
1,0,1,1,-1.0373893371192477,1,0,-0.538567415203576,-0.8596239429794812,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.29491695616333724,1.7837098839118741,False,False,False,False
1,1,1,0,1.404954753196392,1,0,1.2599799744976758,2.0580786348257276,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,1.5334593938895633,0.1249808798445026,False,False,False,False
0,0,0,0,-1.2816237461508118,1,0,0.15828673947772073,-0.978338187379424,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.4678946217944525,0.3011499517221729,False,False,False,False
0,0,0,0,0.46872285190873014,0,1,-0.5269531792922212,-0.015065665733908086,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,-0.5055840402812193,0.06741672639645518,False,False,False,False
1,0,1,0,1.608483427389362,1,0,-1.5008898192872715,-0.38500829908667733,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-2.6797677535717535,0.05809141944702865,False,False,False,False
0,1,1,1,0.9978974048104522,1,1,1.0077851375653966,1.4340116080365257,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0.7623223773156287,0.115814602576185,False,False,False,False
0,0,1,1,-1.118800806796436,1,0,-0.6679831867872456,-0.9121908122425125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.48326651028906426,0.594483729896328,False,False,False,False
0,0,1,0,-1.1595065416350299,1,0,-1.4859572302583868,-0.9688164756681736,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,1.4588621728784104,0.48070138253458566,False,False,False,False
0,0,0,0,1.323543283519204,1,1,1.33132456652457,1.9503779832346504,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,1.525152663756405,0.1238948918787443,False,False,False,False
1,1,0,0,-0.5489205190561198,1,1,1.0276952562705768,-0.22879957239519844,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,-0.822476432435347,0.035424533983278196,False,False,False,False
1,0,1,1,-1.0373893371192477,1,0,-0.6696423633460103,-0.8625199474630871,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.43083924602045787,1.7895493747349671,False,False,False,False
1,0,0,0,0.6315457912631062,1,0,-1.4959122896109767,-0.6069914306406637,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-1.2097837801163007,0.043287279877563166,False,False,False,False
0,0,1,0,-0.5489205190561198,1,1,0.2744290985912702,-0.3765835587707325,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.41080755873544084,0.01375669391571727,False,False,False,False
1,1,0,1,-1.2816237461508118,1,1,-0.49045129499939133,-0.9869165036907115,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.3639278318576741,0.30321496748455606,False,False,False,False
1,0,1,1,-0.5489205190561198,1,0,-0.49211047155815624,-0.6094267071382415,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.008115392034066991,-0.020382377734672243,False,False,False,False
1,0,0,0,0.7536629957788882,1,1,1.1305642029140062,1.2017608242224813,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0.607293912000253,0.11367738466063831,False,False,False,False
0,0,0,0,-0.8338606629262777,1,1,0.8236165395424826,-0.547140671312805,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.9481852289653825,-0.1432714471043762,False,False,False,False
1,0,0,0,0.3466056473929482,1,0,-1.4859572302583868,-0.6568597502712441,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-0.7798789690910846,0.03567127099357211,False,False,False,False
0,0,1,0,0.8350744654560761,1,1,0.9463956048910921,1.1289438630021138,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,0.544886119791004,0.1089997439658269,False,False,False,False
0,0,0,0,-1.2816237461508118,1,1,-0.6646648336697154,-0.9892201436208528,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5873072631453296,0.30376951135936486,False,False,False,False
1,1,1,0,-0.7524491932490897,1,1,0.3374778078243396,-0.5642753645074743,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.5153732852969996,-0.07960812343561194,False,False,False,False
1,1,1,0,1.5270719577121739,1,1,0.7837963021321227,1.7582982919166872,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0.9562766578667778,0.11431136492405725,False,False,False,False
1,0,0,1,-0.06045170099299183,1,1,0.48182616843689424,0.12653140197210372,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,-0.28509276355131313,0.07726863698641961,False,False,False,False
1,0,0,0,1.445660488034986,1,1,1.7345044703044634,2.517161163761008,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,2.276207216697136,0.13653988627261662,False,False,False,False
1,0,1,1,0.6722515261017001,1,0,0.6494030008721584,0.858057746645416,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.18739249697903163,0.10222238379042656,False,False,False,False
0,0,1,1,0.5501343215859181,1,1,-1.4925939364934464,-0.6021208776455081,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-1.0861084984374396,0.04221736269905722,False,False,False,False
0,0,1,0,-0.4675090493789318,1,0,0.47353028564306926,-0.24435462678062803,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,-0.4804535696141485,0.03838645992603112,False,False,False,False
0,1,1,0,1.608483427389362,1,0,0.4486426372615944,1.4843845345089466,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,0.47794638774429654,0.10585998447777366,False,False,False,False
1,1,0,0,0.5094285867473242,1,1,0.9613281939199771,0.8340998913719474,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.24131594882497998,0.10487806676793411,False,False,False,False
1,1,1,0,1.445660488034986,1,1,1.3396204493183952,2.194081148415682,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,1.7011616769175983,0.1277355568679235,False,False,False,False
0,0,1,0,1.5270719577121739,1,0,0.01227920230640124,1.0796020896412801,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,-0.2303043019338517,0.09641088800410133,False,False,False,False
1,0,0,0,-0.3860975797017438,1,1,1.162088557530541,-0.002889283246018929,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,-0.7050213699034421,0.06832656959846597,False,False,False,False
0,0,0,1,-1.1595065416350299,1,1,0.7356801819279378,-0.8590973967097346,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,-1.1173460226310141,0.43351089885218336,False,False,False,False
0,1,0,0,-1.2816237461508118,1,1,0.17487850506537067,-0.9781187931003629,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.4891688533456578,0.3010971380198102,False,False,False,False
0,0,1,1,0.18378270803857213,1,1,1.0061259610066318,0.4452893500199265,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.06636926033344538,0.09321638755566594,False,False,False,False
0,0,0,0,0.18378270803857213,1,1,1.226796443322376,0.5467372646577633,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,-0.024620043266677227,0.09891731747539512,False,False,False,False
1,0,0,0,1.608483427389362,1,0,0.7837963021321227,1.7828046328878087,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,1.0208044784216088,0.11348550845524256,False,False,False,False
1,0,0,0,0.46872285190873014,0,1,-0.3626946999744869,0.0618320290769955,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,-0.42751200982225196,0.07090211810132147,False,False,False,False
1,0,0,1,-0.10115743583158582,1,0,-0.014267622633838543,-0.1620817721327283,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,-0.2569356300775174,0.056363549249526225,False,False,False,False
1,0,1,1,0.8757802002946701,1,1,1.3363020962008652,1.464902322528324,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,0.928482765525593,0.12003617859431868,False,False,False,False
1,0,0,0,-1.1595065416350299,1,1,0.17487850506537067,-0.9045120124753752,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.46704104124028595,0.4530438525059671,False,False,False,False
1,0,1,1,-1.118800806796436,1,1,0.5050546402596043,-0.8399881550035158,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.8290418582380054,0.5523911174495788,False,False,False,False
1,0,0,0,0.10237123836138416,1,1,-1.4842980536996215,-0.7086148607017494,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-0.416661590380361,0.02547809952850308,False,False,False,False
1,0,1,0,0.7943687306174821,1,0,-0.11879574583603301,0.38184052451546624,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,-0.3486049050902811,0.08220251382805392,False,False,False,False
0,0,0,0,1.608483427389362,1,1,1.4922646927247747,2.3364899749542203,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,2.1683312344573142,0.1276338211018668,False,False,False,False
0,0,1,0,0.7129572609402941,1,1,1.4839688099309498,1.3630814376160834,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,0.8154970084092081,0.12103894351177368,False,False,False,False
0,0,0,0,-0.6710377235719017,1,0,-1.5125040551986264,-0.8792377915275404,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.7505472215350787,-0.10671986075022839,False,False,False,False
1,1,0,0,0.10237123836138416,1,1,1.0127626672416918,0.5154516404636554,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.14835830599917396,0.0993256700356829,False,False,False,False
1,0,0,0,1.5677776925507678,1,1,0.7124517101052283,1.6992812308492606,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,0.8758976971768715,0.11204191249596354,False,False,False,False
1,0,1,0,1.07930887448764,1,1,1.5005605755185996,1.8204088123188753,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,1.3814904636201892,0.12631624251624987,False,False,False,False
0,1,1,0,1.5270719577121739,1,1,1.3114144478193905,2.215888939754352,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,1.767744927149789,0.12638022696121645,False,False,False,False
1,0,0,0,-1.2816237461508118,1,1,0.3109309828840998,-0.976319760012062,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.6636175520655408,0.3006640656604357,False,False,False,False
0,1,1,0,0.9164859351332642,1,0,-0.4406759982364416,0.23660151177704067,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.6601927442400369,0.07623273910227545,False,False,False,False
0,0,1,1,1.5270719577121739,1,1,1.6349538767785639,2.3802371941989966,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,2.265343394162956,0.13071487938104479,False,False,False,False
1,0,0,0,-1.0373893371192477,1,0,0.14003579733130592,-0.7945077209541568,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.4087819875273252,1.6524098175259598,False,False,False,False
0,1,1,0,0.7129572609402941,1,1,1.1853170293532511,1.2682811696337966,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,0.6003080508349588,0.11735323426002846,False,False,False,False
0,0,1,1,1.28283754868061,1,0,-1.4842980536996215,-0.44825966973998266,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-2.169383968983352,0.05487554433983025,False,False,False,False
1,1,0,0,-0.9966836022806537,1,1,0.1665826222715457,-0.7620154282252128,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.42927368839361596,-6.5549843125126195,False,False,False,False
1,1,1,0,1.160720344164828,1,1,0.571421702610204,1.1432703094248016,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.41739519341947395,0.10323095526170198,False,False,False,False
0,0,0,1,-1.2816237461508118,1,1,0.15662756291895585,-0.97836012680733,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.46576719863933214,0.3011552330924092,False,False,False,False
0,0,0,1,-0.3860975797017438,1,1,-0.513679766822101,-0.5177637773465283,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,-0.06316528578498361,0.012719877268382055,False,False,False,False
0,0,1,1,-0.8745663977648718,1,1,0.04712191004046599,-0.6838671860236613,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,-0.3038151695775612,-0.2798546240207422,False,False,False,False
1,1,1,1,-0.34539184486314983,1,1,0.4950995809070139,-0.19376230602914624,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.4290857754991419,0.04894763239064291,False,False,False,False
1,0,1,1,0.020959768684196165,1,0,-1.4710246412295016,-0.7060479476367351,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-0.29544302234022957,0.022291753643275774,False,False,False,False
0,1,1,0,0.8350744654560761,1,0,-1.3216987509406524,-0.4492030651399453,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-1.3674623025281352,0.05171700245373464,False,False,False,False
1,0,1,1,-0.3860975797017438,1,0,-1.4610695818769117,-0.8097117444930887,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.29970582711763016,-0.018810643220642426,False,False,False,False
0,0,0,0,-0.7524491932490897,1,1,0.709133356987698,-0.49073440216620495,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,-0.7944398401342256,-0.06011129467279342,False,False,False,False
1,0,1,0,1.5270719577121739,1,0,0.6527213539896882,1.4948935204759717,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.7546854840511866,0.1073641166324461,False,False,False,False
0,0,1,0,-0.4268033145403378,1,1,0.47353028564306926,-0.24422299021319138,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,-0.4608709970314882,0.04046865243406431,False,False,False,False
1,0,0,0,-0.7117434584104958,1,0,-1.4992306427285065,-0.8721952351696802,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.8027146275747412,-0.12938412034293884,False,False,False,False
0,0,1,0,1.323543283519204,1,1,1.41760174758035,2.0989517890148046,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,1.6402137818727345,0.12815611204977784,False,False,False,False
1,0,1,0,1.608483427389362,1,1,0.6809273554886934,1.723633995825039,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0.854184668411741,0.11197352211740742,False,False,False,False
0,0,1,0,1.2421318138420159,1,1,1.412624217904055,2.0072011015114666,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,1.517644322708305,0.12761987655558316,False,False,False,False
0,1,0,0,-1.118800806796436,1,1,0.13671744421377566,-0.8691675941186375,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.41697331819131567,0.5694021094137771,False,False,False,False
0,0,0,0,0.10237123836138416,1,1,1.6017703456032641,0.7085186060373935,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,-0.08507082031457502,0.11097334304955889,False,False,False,False
1,0,1,0,-0.8745663977648718,1,1,0.33250027814804495,-0.6466140374390922,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.5530907713225752,-0.2606801755308712,False,False,False,False
0,1,0,0,-1.118800806796436,0,0,-0.6381180087294754,-0.9220416153723543,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.4498555475825757,0.6002265384616852,False,False,False,False
0,0,0,0,-0.06045170099299183,1,0,0.47353028564306926,0.08682103746205082,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,-0.28462784378754624,0.07445962927575175,False,False,False,False
1,0,0,0,-1.2816237461508118,1,0,-0.4539494107065615,-0.9864338362767772,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.31712452244502237,0.3030987773393581,False,False,False,False
0,0,1,1,-0.01974596615439783,1,0,0.28770251106138983,0.007685521004724407,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,-0.2622263081853459,0.0688141583060763,False,False,False,False
1,0,0,0,-0.8745663977648718,1,1,-0.12211409895356304,-0.6886280418792864,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,-0.15598894063575086,-0.2823050688513087,False,False,False,False
0,1,0,0,0.6722515261017001,1,1,0.8601184238353122,0.9725815603152924,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.33060780219973074,0.10678302487704168,False,False,False,False
1,0,1,0,1.404954753196392,1,1,0.778818772455828,1.53530594667902,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0.8524398977642701,0.11049397867474811,False,False,False,False
0,0,1,1,1.5270719577121739,1,0,0.9613281939199771,1.8778901134328745,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,1.229317867971439,0.11746557535530598,False,False,False,False
0,0,0,0,-1.2816237461508118,1,1,-1.5042081724048013,-1.0003214941413427,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1.6637833796363164,0.3064418846989196,False,False,False,False
1,1,1,0,-0.9559778674420597,1,1,-1.4494553459655568,-0.9191675503166543,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1.1214616533670114,-1.1909190027641052,False,False,False,False
1,0,0,0,-0.4675090493789318,1,0,-1.4743429943470316,-0.8321557792410357,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0.424853465444656,-0.034724735989141005,False,False,False,False
0,0,0,1,-0.1825689055087738,1,0,-1.4826388771408565,-0.7740162952898533,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.006112900719784759,0.00551977976013782,False,False,False,False
1,0,1,1,1.404954753196392,1,1,1.3429388024359254,2.057968937686197,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,1.6508765483939243,0.12497783995421181,False,False,False,False
1,0,0,0,-0.7117434584104958,1,1,0.757249477191883,-0.46385860298122444,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.7993901162868209,-0.03619151233442389,False,False,False,False
0,0,1,1,-1.118800806796436,1,1,0.6195378228143884,-0.8315634146875708,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,-0.9571172152795435,0.5474796731531486,False,False,False,False
0,0,0,0,-0.30468611002455576,1,1,0.4453242841440641,-0.20247225890787052,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,-0.39362545879865185,0.04920809274566793,False,False,False,False
0,0,0,0,-1.1595065416350299,1,0,-1.4760021709057967,-0.9725681178401179,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,1.4473182974691075,0.4823149743581592,False,False,False,False
0,0,0,0,-1.0373893371192477,1,1,0.1931294472117855,-0.8111158678790795,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,-0.4638391175960321,1.685898412625063,False,False,False,False
0,0,0,0,-1.2816237461508118,1,0,-0.6347996556119457,-0.9888252339185427,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5490136463531602,0.30367444669511195,False,False,False,False
0,0,1,1,1.038603139649046,1,1,-1.4959122896109767,-0.5004316293007042,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-1.818917832026304,0.051636120749758006,False,False,False,False
